GO:0051345	19,24,56,307,658,
GO:0051346	55,293,
GO:0051602	30,79,625,
GO:0051606	19,
GO:0060041	5,19,54,325,
GO:0071214	19,55,253,329,599,685,
GO:0071257	19,49,208,1548,2419,4026,4396,
GO:0072521	19,
GO:0072523	19,21,130,142,2389,
GO:0006732	19,96,149,245,306,
GO:0006760	19,79,191,1995,2385,2810,
GO:0009109	19,22,73,152,954,3909,
GO:0009256	19,49,73,143,220,717,1698,1969,4330,6332,7277,
GO:0009258	19,512,844,2033,3631,3937,4348,
GO:0009397	19,278,821,1545,1835,3666,7549,
GO:0019439	19,90,
GO:0042558	19,234,645,1308,1782,
GO:0042560	16,19,42,2000,5850,
GO:0046653	19,156,1192,2857,
GO:0051186	20,
GO:0051187	19,151,615,1528,2169,3174,
GO:0006082	
GO:0006520	19,
GO:0006575	19,21,1568,
GO:0006631	19,21,
GO:0006633	19,99,618,
GO:0006637	19,56,252,
GO:0006638	19,124,264,900,
GO:0006639	19,142,252,
GO:0006641	19,22,1711,
GO:0006662	19,77,126,224,
GO:0006766	19,301,363,1464,
GO:0006767	127,
GO:0009108	19,56,86,
GO:0009308	19,142,
GO:0015939	19,24,
GO:0016053	19,78,1086,
GO:0018904	19,
GO:0019432	19,740,
GO:0019752	19,
GO:0032787	19,94,263,515,
GO:0035336	19,1211,2222,4932,
GO:0035337	19,60,112,251,736,2293,
GO:0035338	19,127,779,1001,1132,1475,2974,3624,
GO:0035383	19,100,1090,1789,2114,3996,
GO:0035384	19,313,2676,2802,2890,4407,
GO:0042180	19,62,
GO:0043436	19,149,
GO:0044106	19,86,122,
GO:0046394	19,21,263,300,
GO:0046460	19,109,151,396,
GO:0046463	19,20,73,112,124,157,915,
GO:0046504	19,68,614,1878,
GO:0046949	19,247,355,360,4170,5672,
GO:0051188	19,1227,1751,3629,
GO:0071616	19,241,341,1295,2814,3584,
GO:0000038	19,77,298,1237,
GO:0001676	19,56,77,1714,
GO:0006635	206,1508,
GO:0006694	19,253,
GO:0006699	19,124,639,2029,3418,3725,
GO:0006869	19,736,
GO:0008202	19,637,
GO:0008206	19,981,
GO:0009062	19,21,247,269,1186,3528,
GO:0010876	19,
GO:0015918	19,
GO:0016042	
GO:0016054	68,
GO:0019395	16,19,94,249,308,
GO:0030258	19,396,486,
GO:0033540	19,70,278,2742,
GO:0034440	19,55,249,819,
GO:0044242	19,44,517,
GO:0046395	142,
GO:0060008	19,26,245,
GO:0060009	19,
GO:0072329	19,234,917,2385,
GO:0000042	19,277,1144,4322,5462,7639,9327,
GO:0000301	19,427,1780,4966,6603,
GO:0006479	19,40,1462,
GO:0006730	19,237,
GO:0006890	19,79,127,380,404,481,1196,
GO:0006891	19,180,1004,1503,
GO:0007264	19,127,307,
GO:0008213	19,61,917,
GO:0010970	19,325,845,
GO:0016192	19,
GO:0018125	19,117,130,139,2158,8770,
GO:0018198	142,479,689,
GO:0030705	24,122,173,
GO:0032259	19,21,152,193,
GO:0034067	19,130,808,1027,2183,5581,
GO:0043414	19,110,233,302,1136,
GO:0048193	227,
GO:0072384	19,127,1062,2822,
GO:0072385	19,118,278,284,297,401,1425,2606,
GO:0072594	1114,
GO:0072600	19,371,468,641,5196,8884,
GO:0000045	1229,2930,
GO:0001817	19,79,142,727,
GO:0001818	19,220,1044,1229,
GO:0006914	19,112,319,383,1002,1930,
GO:0009267	19,43,197,420,486,670,
GO:0016236	19,266,
GO:0031668	19,21,73,100,112,355,
GO:0031669	19,
GO:0032479	19,73,205,267,308,627,636,
GO:0032480	19,252,723,875,
GO:0051241	1046,1063,
GO:0071496	19,190,456,
GO:0000186	19,56,151,159,320,
GO:0001501	19,56,283,441,1204,
GO:0001708	19,679,
GO:0001756	19,86,402,1429,
GO:0001764	19,402,2727,
GO:0001919	19,106,197,243,539,2726,
GO:0001921	19,747,1601,4344,6265,7453,8764,10045,
GO:0001933	19,178,355,589,1097,
GO:0001942	19,1018,1270,
GO:0001947	19,22,
GO:0002009	19,278,
GO:0002286	19,263,1893,2989,
GO:0002429	19,891,
GO:0002573	61,2527,
GO:0002768	19,233,
GO:0003001	19,73,169,400,
GO:0003002	19,
GO:0003143	19,73,157,
GO:0006468	19,20,86,191,
GO:0006469	19,21,440,3222,
GO:0006509	16,19,183,
GO:0006516	19,112,127,294,657,2261,4137,
GO:0006793	19,73,191,
GO:0006796	19,21,55,73,
GO:0006812	19,41,78,
GO:0006816	19,284,1602,
GO:0006839	19,179,
GO:0006873	19,245,
GO:0006874	19,142,
GO:0006875	19,
GO:0006887	19,859,
GO:0006903	19,300,2866,3511,
GO:0006916	19,266,910,
GO:0006917	19,
GO:0007175	19,49,173,1795,6540,8282,
GO:0007176	19,98,124,1073,1238,1582,3891,
GO:0007219	19,119,284,481,
GO:0007220	19,874,1828,
GO:0007269	19,180,231,831,1491,
GO:0007368	19,3185,
GO:0007389	19,235,358,
GO:0007420	19,55,
GO:0007611	19,55,126,
GO:0007613	19,21,224,363,640,820,1396,3047,
GO:0008544	19,302,
GO:0008624	19,
GO:0009799	19,20,56,309,1139,
GO:0009855	19,20,99,234,1142,2736,
GO:0009894	17,19,
GO:0009896	19,70,159,426,
GO:0009952	19,3013,
GO:0009953	14,19,284,
GO:0009966	19,
GO:0009968	18,19,124,234,710,
GO:0010469	19,55,127,283,518,917,
GO:0010563	19,1015,
GO:0010648	19,100,
GO:0010721	19,173,306,
GO:0010769	19,1246,
GO:0010975	19,21,
GO:0012502	
GO:0015695	19,521,
GO:0015697	19,56,594,1144,2350,2418,3104,
GO:0015850	19,124,
GO:0015871	19,471,893,1772,2509,3139,3575,6568,
GO:0016079	19,64,290,3448,
GO:0016080	19,1461,1627,4554,5078,
GO:0016310	19,
GO:0016337	19,
GO:0016477	19,56,170,
GO:0016485	19,
GO:0021532	19,100,236,256,348,974,1224,1226,
GO:0021537	19,56,
GO:0021543	19,193,3054,3566,
GO:0021700	19,118,
GO:0021795	19,60,122,178,709,1087,2495,
GO:0021870	19,325,4573,
GO:0021885	116,280,328,1162,2962,3284,
GO:0021895	19,485,
GO:0021904	19,132,183,541,2741,3241,
GO:0021915	19,20,156,358,
GO:0021953	19,
GO:0021987	19,136,233,278,
GO:0022029	19,517,773,
GO:0022404	19,94,225,312,503,1028,2267,
GO:0022405	19,142,421,1242,5594,
GO:0022603	19,21,43,
GO:0022604	19,56,234,
GO:0023056	19,56,106,112,224,650,
GO:0023057	19,107,306,480,
GO:0023061	19,94,114,708,
GO:0030001	19,309,
GO:0030003	19,355,
GO:0030162	14,19,
GO:0030326	17,19,253,303,311,
GO:0030900	7,19,481,
GO:0031293	347,3011,
GO:0031329	8,19,170,677,
GO:0031331	19,263,302,3105,
GO:0031344	16,19,122,126,320,735,
GO:0031345	19,141,646,735,
GO:0031396	19,271,360,
GO:0031397	19,127,1873,1877,
GO:0031400	19,258,
GO:0031644	19,
GO:0032147	19,
GO:0032269	19,
GO:0032434	19,3491,
GO:0032436	17,19,68,118,231,1628,1659,
GO:0032469	19,184,245,252,280,695,3970,4463,4726,
GO:0032940	112,
GO:0033619	19,21,124,3232,
GO:0033673	19,112,480,
GO:0034220	19,
GO:0035050	19,127,
GO:0035107	19,76,117,934,
GO:0035108	912,
GO:0035113	19,127,255,
GO:0035239	19,
GO:0035282	708,
GO:0035295	122,514,
GO:0042058	19,480,620,
GO:0042059	19,957,2260,
GO:0042176	143,253,
GO:0042303	19,39,69,116,1584,
GO:0042326	19,327,615,
GO:0042391	19,
GO:0042633	19,56,569,2104,
GO:0042640	19,21,1072,1322,1468,
GO:0042982	19,1488,2726,
GO:0042987	19,56,325,716,3503,
GO:0043393	19,2103,
GO:0043405	19,283,980,
GO:0043406	7,19,1097,
GO:0043588	19,300,678,
GO:0043589	19,330,480,707,2904,4834,8766,
GO:0045165	19,251,
GO:0045664	19,708,2356,
GO:0045732	19,139,1470,
GO:0045859	19,21,49,256,271,
GO:0045860	19,
GO:0045862	19,99,1097,1206,1697,2521,
GO:0045936	56,61,249,543,1689,
GO:0046903	19,
GO:0048167	99,249,
GO:0048489	74,363,621,2514,
GO:0048538	122,262,1586,
GO:0048585	19,21,254,278,
GO:0048598	19,98,
GO:0048705	19,1698,2312,
GO:0048730	19,173,1182,3444,
GO:0048736	19,142,173,1527,
GO:0048820	19,55,61,99,401,1615,2974,
GO:0048854	19,518,
GO:0050435	19,2754,3121,
GO:0050673	19,973,1918,2461,
GO:0050768	7,19,252,
GO:0050770	19,20,708,
GO:0050771	19,55,56,230,
GO:0050801	19,122,234,
GO:0050804	19,238,487,
GO:0050818	19,1327,2523,
GO:0050820	53,715,4378,
GO:0050851	19,
GO:0050852	19,127,297,1307,
GO:0050890	19,403,3286,
GO:0051098	19,49,55,387,1178,
GO:0051240	19,
GO:0051248	19,20,313,973,
GO:0051340	4,122,298,2687,
GO:0051348	19,699,2385,
GO:0051352	19,61,329,
GO:0051438	19,409,447,
GO:0051444	19,127,1303,1823,
GO:0051563	19,44,955,1187,1536,4821,5020,8996,
GO:0051604	19,215,247,587,
GO:0051648	19,799,883,3278,
GO:0051650	19,358,1513,1998,
GO:0051656	19,142,253,1691,
GO:0051966	19,113,654,722,2294,
GO:0051969	19,56,178,359,
GO:0055065	19,867,
GO:0055074	19,21,183,275,
GO:0055080	19,401,916,
GO:0055082	19,329,444,603,619,
GO:0060075	19,56,160,454,1796,2640,3543,4175,7508,9449,9594,
GO:0060173	19,543,
GO:0060429	19,244,
GO:0060562	19,387,820,1142,
GO:0061053	19,130,168,363,2449,
GO:0061097	19,200,1077,1119,
GO:0061099	19,671,682,2373,5706,
GO:0061136	19,118,127,1039,
GO:0061371	329,
GO:0070588	78,1447,
GO:0070838	19,21,162,
GO:0071695	19,1226,
GO:0071900	1068,
GO:0071902	19,
GO:0072503	19,56,
GO:0072507	355,363,
GO:0072511	19,
GO:2000058	94,274,284,1932,2584,
GO:2000059	355,853,1871,6490,
GO:2000272	19,60,110,193,1354,
GO:0006399	16,19,1243,
GO:0006400	19,463,468,
GO:0008033	19,
GO:0008617	19,731,5616,
GO:0009119	19,135,577,981,
GO:0009451	19,
GO:0031590	19,226,641,6277,7188,7512,8330,
GO:0031591	1176,1894,1978,
GO:0042278	19,238,1345,2071,
GO:0046128	86,251,481,2444,
GO:0006611	19,311,1376,3744,
GO:0031047	19,44,56,564,621,
GO:0008334	19,20,140,257,325,524,792,1648,
GO:0042273	19,708,
GO:0001101	19,644,964,
GO:0006418	19,112,125,178,869,942,
GO:0006419	19,1480,1732,6930,
GO:0006984	19,280,
GO:0006986	
GO:0010243	19,20,107,561,
GO:0014075	7,19,309,
GO:0021549	19,3483,
GO:0021680	77,820,
GO:0021695	19,626,1074,1158,1704,
GO:0022037	19,243,264,277,1131,
GO:0030902	
GO:0030968	19,156,173,387,863,1329,2125,2238,4208,
GO:0034620	19,127,224,3235,
GO:0034976	19,1336,3187,
GO:0035966	61,77,206,632,828,3256,
GO:0035967	19,480,970,1680,2137,3910,
GO:0043038	19,
GO:0043039	19,1252,
GO:0043200	61,124,130,716,899,4413,
GO:0006423	224,361,1228,2929,3757,6930,
GO:0006420	19,156,307,1341,2264,2393,3037,5474,7625,
GO:0006437	19,6686,7641,7653,
GO:0006431	19,99,145,973,1205,2249,2394,8506,
GO:0000959	19,157,173,910,2472,5127,
GO:0006421	19,266,1428,2579,4535,
GO:0032543	73,193,233,980,3726,
GO:0070127	19,957,1168,1418,1474,2529,3572,6579,7356,
GO:0070145	828,3011,3826,6517,9587,
GO:0000050	19,122,126,872,
GO:0000052	19,55,94,124,2203,2642,
GO:0001889	19,79,172,193,355,
GO:0006525	19,183,619,3657,
GO:0006526	19,20,30,1352,1597,2617,
GO:0006591	19,2471,4708,8688,
GO:0007494	19,193,501,7232,
GO:0008652	19,2347,
GO:0009064	19,1226,1406,2540,3124,
GO:0009084	19,
GO:0009309	19,92,122,594,869,
GO:0010043	19,214,329,443,1934,
GO:0019240	217,329,
GO:0019627	19,185,897,917,1353,1565,2390,3011,
GO:0033273	19,160,232,374,480,711,885,
GO:0042398	19,144,230,1037,
GO:0043603	228,3566,
GO:0043604	19,3048,
GO:0048565	19,132,255,
GO:0055081	2112,2331,2579,4316,
GO:0055123	19,73,254,284,1213,1223,
GO:0061008	19,264,
GO:0070206	19,202,3431,6636,
GO:0070207	14,19,124,193,677,1544,1758,2900,3495,
GO:0070781	19,198,253,266,815,1165,1615,1966,6772,
GO:0071941	19,21,377,523,962,1067,
GO:0000053	19,258,1043,2463,3857,6743,
GO:0002237	19,58,238,440,
GO:0002526	112,124,132,585,1119,
GO:0006953	19,62,278,283,
GO:0006954	
GO:0009617	19,355,
GO:0009636	19,1468,
GO:0010046	19,299,654,7045,7650,7678,9553,
GO:0031960	19,75,193,
GO:0032355	19,266,
GO:0032496	19,
GO:0033762	19,917,1135,
GO:0033993	19,325,370,
GO:0034097	19,73,297,
GO:0034201	19,112,168,903,1001,2010,3192,4401,5370,
GO:0034341	19,253,450,
GO:0034612	19,248,5853,
GO:0051384	24,
GO:0051414	19,22,539,649,
GO:0051591	19,132,301,363,709,2525,
GO:0060359	19,233,2024,2776,7057,8083,
GO:0060416	19,98,
GO:0060538	19,135,824,
GO:0060539	19,94,460,873,1376,
GO:0060541	19,108,252,
GO:0070542	94,
GO:0071216	19,844,884,1015,2192,
GO:0071219	5,19,138,439,679,
GO:0071222	24,140,468,695,2444,
GO:0071229	19,1108,3502,3695,
GO:0071230	7,19,64,3389,3703,
GO:0071242	19,62,313,535,689,6380,
GO:0071320	19,2256,
GO:0071345	19,
GO:0071346	16,19,142,173,329,370,
GO:0071356	19,122,
GO:0071377	10,19,387,418,1202,
GO:0071383	19,358,1060,
GO:0071384	19,73,98,178,363,1778,3011,
GO:0071385	19,290,845,1104,4377,
GO:0071396	19,21,98,619,955,
GO:0071398	19,41,73,122,279,358,1752,7573,
GO:0071400	19,309,821,2899,3223,7164,
GO:0071417	19,2356,
GO:0071418	19,188,717,832,1540,6185,
GO:0071548	19,263,2846,4958,5763,
GO:0071549	19,430,704,1090,3337,5531,6655,
GO:0006473	19,20,389,
GO:0006475	19,191,
GO:0006527	19,287,448,
GO:0009063	19,53,259,370,
GO:0009065	19,867,2365,5607,
GO:0009310	19,716,995,
GO:0042450	19,387,1127,2028,6386,6531,10165,
GO:0043543	19,684,1715,
GO:0001936	19,60,94,894,
GO:0001938	8,19,78,1078,3655,4400,
GO:0007565	19,384,1696,
GO:0009635	19,310,696,2183,3544,
GO:0010042	207,266,589,591,1411,1680,2342,5136,
GO:0010269	19,30,122,736,2172,2613,3222,3571,
GO:0010958	19,355,360,684,1063,1421,3773,4908,6387,
GO:0010963	19,214,252,553,618,632,1275,3176,4829,5166,
GO:0022612	19,266,981,1132,
GO:0030323	
GO:0030324	19,55,119,193,
GO:0030879	19,61,139,263,409,
GO:0032890	19,
GO:0032963	19,128,130,291,1002,
GO:0032964	19,122,185,226,331,466,3284,3502,
GO:0033189	19,258,1712,2726,
GO:0033197	19,53,109,701,793,2153,
GO:0044236	19,213,387,702,1072,2014,2149,
GO:0044259	19,55,268,
GO:0046686	56,145,252,655,
GO:0048678	19,211,
GO:0048732	19,
GO:0048771	19,24,1083,1472,
GO:0050678	17,19,94,677,
GO:0050679	19,1113,
GO:0051597	19,280,1294,
GO:0051952	19,896,1472,2514,
GO:0051955	19,122,841,1249,1801,2406,3104,3276,
GO:0060056	19,21,1941,4250,
GO:0060135	10,19,96,276,993,
GO:0060443	19,160,924,
GO:0070301	19,130,178,
GO:0070848	19,184,
GO:0071363	19,149,2989,
GO:0071559	19,293,618,1001,4177,
GO:0071560	19,21,22,650,1582,2137,7576,
GO:0006541	19,122,1764,6535,
GO:0019433	19,236,4037,
GO:0032094	19,1283,6115,
GO:0042312	19,122,327,1130,
GO:0044269	19,1655,1819,3046,3283,
GO:0044344	19,112,855,1815,2767,6031,
GO:0045909	19,359,766,6774,
GO:0046209	19,74,183,
GO:0046461	73,620,736,4144,
GO:0046464	19,3156,7865,
GO:0046503	19,4233,
GO:0070365	19,73,182,302,1024,2471,
GO:0070408	266,677,1182,6158,6736,8139,
GO:0070409	19,21,185,432,438,1517,9233,
GO:0071774	19,142,191,312,372,438,1908,4666,
GO:0001890	19,178,442,
GO:0001892	19,112,
GO:0006359	19,1336,1702,3300,6736,
GO:0008203	19,355,
GO:0008285	19,702,
GO:0014070	19,251,
GO:0016125	19,61,64,421,505,
GO:0019221	43,142,253,259,
GO:0030225	16,19,191,731,2168,5116,
GO:0031100	19,135,
GO:0033274	19,127,1764,
GO:0045444	19,96,200,208,1085,
GO:0045598	19,56,642,709,934,1777,
GO:0045600	19,54,355,640,
GO:0045945	19,189,782,2543,5360,
GO:0048469	19,127,280,983,1214,
GO:0050872	6,19,40,45,96,312,
GO:0050873	19,21,266,1315,3224,4091,4422,6540,
GO:0071407	19,361,918,942,1320,1382,
GO:0007263	19,136,866,
GO:0045428	19,56,74,79,325,330,643,1179,1213,2841,
GO:0045429	112,183,589,2373,
GO:0045765	7,19,127,
GO:0045766	19,40,77,1072,1269,
GO:0000054	19,214,355,2505,4784,5718,
GO:0000056	19,359,394,639,1570,2350,2945,4055,10041,
GO:0033750	19,28,73,142,638,1811,2607,3324,3666,3944,
GO:0033753	19,8077,8763,9623,9935,
GO:0071166	19,44,61,191,
GO:0071426	19,49,78,110,619,1113,5618,9250,
GO:0071428	19,54,867,1999,6408,6635,8283,
GO:0000059	19,20,1864,2664,2798,2833,5723,
GO:0000236	178,360,683,
GO:0006999	19,7440,
GO:0008643	19,49,50,55,112,1193,
GO:0008645	19,
GO:0010827	19,130,157,1134,
GO:0015749	19,1679,
GO:0015758	19,213,224,251,638,2732,
GO:0051028	19,218,1068,3630,
GO:0000060	
GO:0007623	2254,2625,2672,
GO:0048511	
GO:0000075	19,1018,
GO:0001503	19,94,268,
GO:0001508	16,19,50,191,301,572,1231,
GO:0001657	19,191,1074,
GO:0001763	19,73,
GO:0001773	19,983,1037,1901,2348,5046,
GO:0001776	19,44,55,1327,1389,
GO:0001819	124,178,
GO:0002028	7,19,85,184,213,259,646,1594,2054,2059,
GO:0002062	19,138,1466,1487,3075,3181,6596,
GO:0002088	7,19,52,185,820,1181,
GO:0002246	3564,
GO:0002248	94,820,2190,2410,2990,
GO:0002260	19,99,112,229,
GO:0002274	19,3186,
GO:0002507	19,191,596,896,898,2698,
GO:0002513	19,215,1266,2409,2435,2727,2955,9183,
GO:0002576	
GO:0002637	49,130,252,1226,
GO:0002683	19,191,518,
GO:0002694	19,93,1704,
GO:0002695	19,122,446,539,2526,
GO:0002696	19,
GO:0002697	19,
GO:0002698	19,138,2624,
GO:0002699	19,326,677,980,1615,
GO:0002700	19,266,
GO:0002701	19,266,716,1710,3742,6116,
GO:0002703	19,61,99,126,232,
GO:0002706	19,1196,1689,
GO:0002712	19,716,1262,
GO:0002718	19,21,61,169,
GO:0002719	19,155,4693,
GO:0002819	2741,
GO:0002822	19,20,1369,
GO:0002889	19,257,2960,4982,
GO:0003401	19,1689,
GO:0006164	19,
GO:0006754	19,124,126,
GO:0007050	19,116,236,298,2005,2203,
GO:0007093	19,191,2095,
GO:0007096	16,19,1340,3292,3781,
GO:0007162	19,127,370,845,2224,
GO:0007173	19,359,519,1714,
GO:0007178	19,1212,1215,
GO:0007179	19,235,844,
GO:0007183	19,1588,1851,
GO:0007184	19,347,618,3374,5535,
GO:0007272	19,
GO:0007346	19,619,
GO:0007406	19,1404,2722,3315,3606,
GO:0007431	19,446,1341,1499,
GO:0007435	78,193,309,1118,3071,
GO:0007492	19,52,139,258,5744,
GO:0008354	19,56,996,2595,3652,4260,
GO:0008366	19,815,828,1040,1934,
GO:0009142	19,126,
GO:0009145	19,358,483,
GO:0009152	17,19,81,646,1117,
GO:0009165	19,
GO:0009201	19,259,269,1194,3014,
GO:0009206	19,
GO:0009260	19,
GO:0009620	19,294,358,2901,3286,
GO:0009746	19,22,
GO:0009749	19,679,
GO:0009814	19,60,9930,
GO:0009817	19,140,208,623,2602,3411,4499,5680,
GO:0009967	19,
GO:0010522	19,328,569,
GO:0010523	19,112,703,791,1039,1160,1567,
GO:0010594	19,332,1677,
GO:0010595	19,235,266,922,1192,2151,
GO:0010596	19,886,1232,
GO:0010627	19,
GO:0010638	19,173,214,
GO:0010647	19,
GO:0010712	77,245,300,515,716,815,5366,
GO:0010714	19,2170,3368,
GO:0010717	19,21,1244,
GO:0010718	19,21,1067,
GO:0010740	
GO:0010742	19,20,2932,
GO:0010762	19,56,141,184,1519,2992,8406,
GO:0010763	8548,
GO:0010770	14,19,73,1193,
GO:0010799	19,
GO:0010800	19,2182,4560,
GO:0010862	19,110,126,
GO:0010935	19,100,151,741,1649,2260,2752,3604,
GO:0010936	19,236,243,862,6632,
GO:0010959	19,112,
GO:0016202	19,21,426,
GO:0017015	19,138,394,778,800,815,2811,
GO:0019049	19,233,253,2796,
GO:0019216	317,
GO:0019228	19,3063,
GO:0022407	124,808,1710,
GO:0022408	19,898,1429,1954,4261,
GO:0030100	8,16,19,55,152,742,1616,
GO:0030155	19,634,
GO:0030168	19,
GO:0030278	19,355,877,
GO:0030279	19,138,168,651,857,1078,1781,4398,
GO:0030334	19,
GO:0030335	19,20,54,159,
GO:0030336	19,21,
GO:0030500	73,284,1526,3281,
GO:0030501	69,124,243,387,702,895,
GO:0031056	19,1467,
GO:0031058	429,1899,
GO:0031063	19,370,485,955,1547,1879,2680,5506,
GO:0031065	19,670,1251,1660,
GO:0031536	19,2669,6090,6115,
GO:0031575	19,973,1034,1431,
GO:0032101	19,21,
GO:0032103	19,77,524,626,
GO:0032386	19,255,
GO:0032388	19,207,632,
GO:0032570	112,
GO:0032660	1113,1599,
GO:0032740	19,38,73,124,142,
GO:0032801	233,
GO:0032880	276,
GO:0032943	19,650,2885,
GO:0032944	19,594,2066,
GO:0032945	19,56,2624,
GO:0032965	19,294,1077,1142,
GO:0032967	96,284,
GO:0033135	19,231,
GO:0033138	19,147,654,1281,1355,
GO:0033157	19,199,311,
GO:0033280	19,55,243,1511,
GO:0034284	19,73,112,
GO:0034330	19,21,61,140,
GO:0034405	19,21,112,216,311,861,973,3448,
GO:0034616	19,992,2932,3128,
GO:0034762	19,881,
GO:0034764	19,264,863,
GO:0035065	19,466,766,1872,
GO:0035066	19,21,1627,2904,3120,3143,
GO:0035272	19,178,1202,1561,
GO:0035303	79,328,
GO:0035304	19,268,363,1714,4376,4522,4528,
GO:0035306	19,257,518,
GO:0035307	19,514,815,2746,2787,3848,
GO:0035821	19,42,774,3467,
GO:0040012	19,
GO:0040013	19,
GO:0040017	19,21,728,
GO:0042129	90,
GO:0042130	19,258,5598,
GO:0042306	15,16,234,248,253,
GO:0042307	19,62,73,218,291,646,983,
GO:0042481	19,124,214,560,564,3175,
GO:0042482	8,19,135,751,970,3508,6597,
GO:0042552	19,21,851,
GO:0042695	19,44,73,125,212,1132,3286,3784,5024,5079,6789,
GO:0043011	19,169,883,1526,3729,4209,
GO:0043029	19,
GO:0043112	19,1407,
GO:0043269	19,55,1780,
GO:0043271	19,116,514,2271,
GO:0043535	
GO:0043536	19,79,178,684,1481,
GO:0043537	19,4745,5478,
GO:0043550	19,2263,2514,2639,
GO:0043551	19,253,628,1775,2313,5611,
GO:0043552	19,263,1132,3279,3572,
GO:0043932	16,19,325,2509,3383,7509,
GO:0044003	19,22,112,172,1142,2518,
GO:0044246	19,95,236,390,706,3234,
GO:0044253	19,73,140,169,193,240,2534,5533,
GO:0044413	19,2631,
GO:0044415	19,633,1560,1619,
GO:0044416	19,118,793,980,4817,9493,
GO:0045066	19,142,446,1076,4252,4967,8253,
GO:0045136	19,77,126,309,1221,3962,
GO:0045191	277,527,1697,
GO:0045216	19,191,249,1549,
GO:0045599	19,3104,
GO:0045661	191,193,1369,
GO:0045662	19,930,
GO:0045778	20,1228,1906,
GO:0045786	19,859,
GO:0045806	19,49,
GO:0045830	19,370,
GO:0045834	19,107,127,1070,1373,
GO:0045843	7,1078,1146,
GO:0045911	19,58,
GO:0045930	19,40,61,139,193,2596,
GO:0046034	19,1105,
GO:0046543	19,68,141,363,708,5503,
GO:0046660	19,
GO:0046730	19,124,661,821,1858,4936,5706,
GO:0046732	19,311,1954,2718,2927,3369,4112,5729,
GO:0046822	19,73,112,252,1093,1205,
GO:0046824	19,191,263,
GO:0046849	19,705,981,
GO:0048296	19,252,583,716,918,2297,9105,9317,
GO:0048298	19,73,100,213,1937,2947,3613,4176,5304,6473,8488,
GO:0048520	19,285,
GO:0048535	19,2248,
GO:0048634	19,173,266,303,
GO:0048635	19,663,864,4422,
GO:0048641	19,122,
GO:0048642	19,306,913,1062,1524,2392,3066,7035,
GO:0048742	19,73,142,531,707,
GO:0048754	19,56,193,309,391,1755,
GO:0050670	19,21,127,325,709,
GO:0050672	19,266,866,
GO:0050680	19,173,1188,
GO:0050708	19,187,355,592,816,
GO:0050714	19,420,
GO:0050764	19,29,325,832,
GO:0050765	19,122,200,386,670,1433,2742,2762,2985,3051,
GO:0050777	19,61,150,
GO:0050795	19,39,191,247,
GO:0050832	19,58,614,2255,2482,
GO:0050863	19,78,193,317,
GO:0050864	19,124,191,249,
GO:0050865	7,19,149,191,
GO:0050866	19,38,45,126,
GO:0050867	19,391,
GO:0050868	958,
GO:0050871	193,315,1068,
GO:0050920	19,21,56,159,193,480,
GO:0050921	19,251,1954,
GO:0051047	19,142,291,524,
GO:0051050	19,77,868,
GO:0051051	19,359,515,
GO:0051054	19,140,183,278,480,1114,3103,3466,
GO:0051090	19,130,249,1021,
GO:0051091	19,21,24,62,900,
GO:0051092	19,3127,
GO:0051101	19,56,404,
GO:0051130	227,482,
GO:0051148	19,297,389,571,685,824,973,1769,
GO:0051150	19,1158,1370,
GO:0051152	9,61,562,699,734,2347,3104,4497,
GO:0051153	20,56,60,2288,
GO:0051216	19,122,327,1469,
GO:0051222	94,1193,2257,
GO:0051223	19,185,330,
GO:0051249	19,75,124,127,
GO:0051250	19,73,233,
GO:0051251	285,
GO:0051270	19,127,191,
GO:0051271	19,112,1570,
GO:0051272	19,44,53,55,58,301,
GO:0051279	19,173,233,331,385,983,4124,
GO:0051280	19,110,5216,6138,6253,7807,8791,
GO:0051817	19,25,280,
GO:0051832	19,494,1024,1796,2821,3599,4839,5179,7138,7218,
GO:0051834	19,107,118,877,973,5960,
GO:0051896	19,172,942,1268,
GO:0051897	19,173,1170,2102,
GO:0051924	19,56,83,484,902,
GO:0051926	19,124,191,201,234,1457,1709,2782,
GO:0052031	19,1352,
GO:0052173	19,227,880,5524,
GO:0052200	19,77,1073,1366,2906,
GO:0052251	20,358,844,1182,3139,3643,6275,6856,
GO:0052255	19,309,796,1929,
GO:0052509	19,124,710,1160,3683,4239,5855,
GO:0052510	19,2574,7905,
GO:0060348	19,311,327,1536,
GO:0060349	19,179,1140,
GO:0060363	9,19,112,391,2060,5992,
GO:0060364	19,178,707,2295,2385,3835,5601,6299,
GO:0060389	19,354,1536,2248,2968,3441,4173,
GO:0060390	19,4439,
GO:0060391	1430,
GO:0060393	19,55,496,
GO:0060444	19,112,275,
GO:0060560	19,74,897,2065,
GO:0060602	19,370,1097,1274,
GO:0060603	19,21,106,2328,3382,3463,
GO:0060627	19,261,1244,
GO:0060688	19,142,278,358,
GO:0060744	19,266,335,3294,3492,
GO:0060751	266,347,1854,2192,4597,
GO:0060762	19,1074,4340,4356,5316,6044,6447,7360,7692,
GO:0061138	19,21,
GO:0061180	19,56,266,
GO:0070167	19,98,430,1311,
GO:0070169	7,19,21,109,293,1081,
GO:0070201	19,330,
GO:0070306	19,256,325,1671,2003,2007,3998,
GO:0070661	19,64,77,
GO:0070663	19,127,327,
GO:0070664	16,19,710,845,1213,1544,1568,2314,
GO:0070723	19,45,199,2696,3025,
